Date|Code|Description|Type|Isin Code|Issuer|Status|Stock Exchange|Listing Date|Currency|Form|Eff. Date Isin|Maturity Date|Expire Date|Exercise Price|Interest|Interest Type|Interest Freq|Nominal Value|Num. of Sec|Originated Amt|Current Amt|Total Scripless|Local (%)|Foreign (%)|Total (%)|Sector|Closing Price
31-JUL-2026|SING|SINGLETERRA Tbk|EQUITY|ID1000086903|PT SINGLETERRA TBK,|ACTIVE|IDX||IDR|Electronic||||||||100|1579717070|||173000|0.01|0|0.01|WHOLESALE (DURABLE & NON DURABLE GOODS)|0
31-JUL-2026|SINI|SINGARAJA PUTRA Tbk|EQUITY|ID1000151905|SINGARAJA PUTRA Tbk, PT|ACTIVE|IDX|08-NOV-2019|IDR|Certificate||||||||100|1202500000|||1202500000|85.93|14.07|100|RESTAURANT, HOTEL & TOURISM|7450
31-JUL-2026|SIPD|SREEYA SEWU INDONESIA Tbk|EQUITY|ID1000133606|SREEYA SEWU INDONESIA Tbk, PT|ACTIVE|IDX||IDR|Electronic||||||||3950|1839102056|||1836236547|98.34|1.5|99.84|ANIMAL FEED|670
31-JUL-2026|SKBM|SEKAR BUMI Tbk|EQUITY|ID1000124407|SEKAR BUMI Tbk, PT|ACTIVE|IDX||IDR|Electronic||||||||100|1730103217|||1480749537|45.7|39.89|85.59|FOOD & BEVERAGES|550
31-JUL-2026|SKLT|SEKAR LAUT Tbk|EQUITY|ID1000059702|SEKAR LAUT Tbk, PT|ACTIVE|IDX|08-SEP-1993|IDR|Electronic||||||||10|6907405000|||6905813000|33.83|66.14|99.98|FOOD & BEVERAGES|204
31-JUL-2026|SKRN|SUPERKRANE MITRA UTAMA Tbk|EQUITY|ID1000146103|SUPERKRANE MITRA UTAMA Tbk, PT|ACTIVE|IDX|11-OCT-2018|IDR|Electronic||||||||20|7500000000|||1700000000|14.83|7.84|22.67|CONSTRUCTION|410
31-JUL-2026|SKYB|NORTHCLIFF CITRANUSA INDONESIA Tbk|EQUITY|ID1000115801|NORTHCLIFF CITRANUSA INDONESIA Tbk, PT|ACTIVE|IDX|07-JUL-2010|IDR|Electronic||||||||100|585000000|||585000000|55.67|44.33|100|RETAIL TRADE|51
31-JUL-2026|SLIS|GAYA ABADI SEMPURNA Tbk|EQUITY|ID1000151608|GAYA ABADI SEMPURNA Tbk, PT|ACTIVE|IDX|07-OCT-2019|IDR|Certificate||||||||50|2463367996|||2463367996|99.51|0.49|100|ELECTRONICS|63
31-JUL-2026|SMAR|SINAR MAS AGRO RESOURCES AND TECHNOLOGY Tbk|EQUITY|ID1000101504|PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY Tbk. (PT. SMART TBK)|ACTIVE|IDX||IDR|Electronic|20-JUN-2005|||||||200|2872193366|||216823000|5.42|2.13|7.55|PLANTATION|5875
31-JUL-2026|SMBR|SEMEN BATURAJA (PERSERO) Tbk|EQUITY|ID1000127806|PERUSAHAAN PERSEROAN (PERSERO) PT SEMEN BATURAJA Tbk|ACTIVE|IDX|28-JUN-2013|IDR|Electronic||||||||100|9932534336|||2432534236|24.28|0.21|24.49|CEMENT|163
31-JUL-2026|SMCB|SOLUSI BANGUN INDONESIA Tbk|EQUITY|ID1000072309|SOLUSI BANGUN INDONESIA Tbk, PT|ACTIVE|IDX|10-AUG-1977|IDR|Electronic||||||||500|9019381973|||8999515054|84.5|15.28|99.78|CEMENT|775
31-JUL-2026|SMDM|SURYAMAS DUTAMAKMUR Tbk|EQUITY|ID1000067408|PT. SURYAMAS DUTAMAKMUR Tbk|ACTIVE|IDX|12-OCT-1995|IDR|Electronic|25-APR-2001|||||||500|4772138237|||4771976362|99.97|0.03|100|PROPERTY AND REAL ESTATE|555
31-JUL-2026|SMDR|SAMUDERA INDONESIA Tbk|EQUITY|ID1000075906|SAMUDERA INDONESIA Tbk, PT|ACTIVE|IDX||IDR|Electronic||||||||5|16375600000|||4102701150|22.3|2.76|25.05|TRANSPORTATION|300
31-JUL-2026|SMGA|SUMBER MINERAL GLOBAL ABADI Tbk|EQUITY|ID1000201809|SUMBER MINERAL GLOBAL ABADI Tbk, PT|ACTIVE|IDX|30-JAN-2024|IDR|Certificate||||||||20|8750000000|||5050000000|57.1|0.62|57.71|COAL MINING|71
31-JUL-2026|SMGR|SEMEN INDONESIA (PERSERO) Tbk|EQUITY|ID1000106800|SEMEN INDONESIA (PERSERO) Tbk, PT|ACTIVE|IDX|08-JUL-1991|IDR|Electronic|07-AUG-2007|||||||100|6751540089|||3293078334|23.41|25.37|48.78|CEMENT|1460
31-JUL-2026|SMIL|SARANA MITRA LUAS Tbk|EQUITY|ID1000189103|SARANA MITRA LUAS Tbk, PT|ACTIVE|IDX|12-MAY-2023|IDR|Certificate||||||||50|8751668469|||2201668469|24.94|0.22|25.16|MACHINERY AND HEAVY EQUIPMENT|400
31-JUL-2026|SMKL|SATYAMITRA KEMAS LESTARI Tbk|EQUITY|ID1000150204|SATYAMITRA KEMAS LESTARI Tbk, PT|ACTIVE|IDX|11-JUL-2019|IDR|Electronic||||||||100|3418085290|||668085290|14.53|5.01|19.55|PULP & PAPER|141
31-JUL-2026|SMKM|SUMBER MAS KONSTRUKSI Tbk|EQUITY|ID1000166408|SUMBER MAS KONSTRUKSI Tbk, PT|ACTIVE|IDX|09-MAR-2022|IDR|Certificate||||||||100|1253000000|||1253000000|72.78|27.22|100|BUILDING CONSTRUCTION|69
31-JUL-2026|SMLE|SINERGI MULTI LESTARINDO Tbk|EQUITY|ID1000201205|SINERGI MULTI LESTARINDO Tbk, PT|ACTIVE|IDX|10-JAN-2024|IDR|Certificate||||||||10|2328153048|||2268033048|85.03|12.39|97.42|CHEMICALS|157
31-JUL-2026|SMMA|SINAR MAS MULTIARTHA Tbk|EQUITY|ID1000094501|SINAR MAS MULTIARTHA Tbk, PT|ACTIVE|IDX|05-JUL-1995|IDR|Electronic|04-MAR-2003|||||||5000|6367664717|||6351183763|85.43|14.31|99.74|OTHERS - FINANCE|20175
31-JUL-2026|SMMT|GOLDEN EAGLE ENERGY Tbk|EQUITY|ID1000100704|GOLDEN EAGLE ENERGY Tbk, PT|ACTIVE|IDX|29-FEB-2000|IDR|Electronic|08-MAR-2005|||||||125|3425000000|||3421360000|98.94|0.96|99.89|COAL MINING|1850
31-JUL-2026|SMRA|SUMMARECON AGUNG Tbk|EQUITY|ID1000092406|SUMMARECON AGUNG Tbk, PT|ACTIVE|IDX|07-MAY-1990|IDR|Electronic|16-AUG-2002|||||||100|16508568358|||13379998919|71.79|9.26|81.05|PROPERTY AND REAL ESTATE|326
31-JUL-2026|SMRU|SMR UTAMA Tbk|EQUITY|ID1000120801|SMR UTAMA Tbk. PT|ACTIVE|IDX|10-OCT-2011|IDR|Electronic||||||||100|12499385782|||12499385782|97.93|2.07|100|METAL AND MINERAL MINING|50
31-JUL-2026|SMSM|SELAMAT SEMPURNA Tbk|EQUITY|ID1000095409|PT SELAMAT SEMPURNA Tbk|ACTIVE|IDX|09-SEP-1996|IDR|Electronic|07-AUG-2003|||||||100|5758675440|||2704901884|20.68|26.29|46.97|AUTOMOTIVE AND COMPONENTS|1790
31-JUL-2026|SNLK|SUNTER LAKESIDE HOTEL Tbk|EQUITY|ID1000159809|SUNTER LAKESIDE HOTEL Tbk, PT|ACTIVE|IDX|29-MAR-2021|IDR|Certificate||||||||100|450000000|||450000000|43.09|56.91|100|RESTAURANT, HOTEL & TOURISM|220
31-JUL-2026|SOCI|SOECHI LINES Tbk|EQUITY|ID1000132905|PT. SOECHI LINES Tbk|ACTIVE|IDX|03-DEC-2014|IDR|Electronic||||||||100|7059000000|||6062373004|85.03|0.85|85.88|TRANSPORTATION|436
31-JUL-2026|SOFA|SOLUSI ENVIRONMENT ASIA Tbk|EQUITY|ID1000156300|SOLUSI ENVIRONMENT ASIA Tbk, PT|ACTIVE|IDX|07-JUL-2020|IDR|Certificate||||||||10|1653574499|||1653574499|98.4|1.6|100|WOOD INDUSTRIES|214
31-JUL-2026|SOHO|SOHO GLOBAL HEALTH Tbk|EQUITY|ID1000157506|SOHO GLOBAL HEALTH Tbk, PT|ACTIVE|IDX|08-SEP-2020|IDR|Electronic||||||||50|12691682390|||12691682390|9.09|90.91|100|PHARMACEUTICALS|1200
31-JUL-2026|SOLA|XOLARE RCR ENERGY Tbk|EQUITY|ID1000204001|XOLARE RCR ENERGY Tbk, PT|ACTIVE|IDX|08-MAY-2024|IDR|Electronic||||||||20|3287375000|||3287375000|99.8|0.2|100|CONSTRUCTION|96
31-JUL-2026|SONA|SONA TOPAS TOURISM INDUSTRY Tbk|EQUITY|ID1000052202|SONA TOPAS TOURISM INDUSTRY Tbk, PT|ACTIVE|IDX|21-JUL-1992|IDR|Electronic||||||||125|662400000|||662097960|95.38|4.57|99.95|RESTAURANT, HOTEL & TOURISM|2340
31-JUL-2026|SOSS|ALSOK INDONESIA SERVICES Tbk|EQUITY|ID1000146608|ALSOK INDONESIA SERVICES Tbk, PT|ACTIVE|IDX|06-NOV-2018|IDR|Electronic||||||||100|974525743|||968648866|0.54|98.86|99.4|OTHERS - MISCELLANENEOUS INDUSTRY|870
31-JUL-2026|SOTS|SATRIA MEGA KENCANA Tbk|EQUITY|ID1000147309|SATRIA MEGA KENCANA Tbk, PT|ACTIVE|IDX|10-DEC-2018|IDR|Electronic||||||||100|1000003979|||1000003979|99.85|0.15|100|PROPERTY AND REAL ESTATE|580
31-JUL-2026|SOUL|MITRA TIRTA BUWANA Tbk|EQUITY|ID1000181308|MITRA TIRTA BUWANA Tbk, PT|ACTIVE|IDX|06-JAN-2023|IDR|Certificate||||||||20|1082526223|||1082526223|99.97|0.03|100|FOOD & BEVERAGES|37
31-JUL-2026|SPMA|SUPARMA Tbk|EQUITY|ID1000054307|SUPARMA Tbk, PT|ACTIVE|IDX|15-NOV-1994|IDR|Electronic|11-JUL-2000|||||||500|5330410085|||5317989337|98.2|1.57|99.77|PULP & PAPER|163
31-JUL-2026|SPRE|SORAYA BERJAYA INDONESIA Tbk|EQUITY|ID1000204605|SORAYA BERJAYA INDONESIA Tbk, PT|ACTIVE|IDX|03-JUL-2024|IDR|Certificate||||||||25|800000000|||240000000|29.84|0.16|30|HOUSEWARE|93
31-JUL-2026|SPTO|SURYA PERTIWI Tbk|EQUITY|ID1000143001|SURYA PERTIWI Tbk, PT|ACTIVE|IDX|14-MAY-2018|IDR|Electronic||||||||100|2700000000|||2700000000|73.07|26.93|100|HOUSEWARE|605
31-JUL-2026|SQBI|TAISHO PHARMACEUTICAL INDONESIA Tbk SERI A|EQUITY|ID2000001504|TAISHO PHARMACEUTICAL INDONESIA Tbk, PT|ACTIVE|IDX||IDR|Electronic||||||||1000|972000|||769186|0.51|78.63|79.13|HEALTH CARE|440000
31-JUL-2026|SQMI|WILTON MAKMUR INDONESIA Tbk|EQUITY|ID1000098601|WILTON MAKMUR INDONESIA Tbk, PT|ACTIVE|IDX|15-JUL-2004|IDR|Electronic||||||||250|15537591429|||15537391429|22.56|77.44|100|WHOLESALE (DURABLE & NON DURABLE GOODS)|67
31-JUL-2026|SRAJ|SEJAHTERARAYA ANUGRAHJAYA Tbk, PT|EQUITY|ID1000118706|SEJAHTERARAYA ANUGRAHJAYA Tbk, PT|ACTIVE|IDX|11-APR-2011|IDR|Electronic||||||||100|12238959990|||12186459990|56.07|43.5|99.57|HEALTH CARE|12050
31-JUL-2026|SRIL|SRI REJEKI ISMAN Tbk|EQUITY|ID1000127400|SRI REJEKI ISMAN Tbk. PT|ACTIVE|IDX|17-JUN-2013|IDR|Electronic||||||||100|20452176844|||20012825076|80.17|17.68|97.85|TEXTILE, GARMENT|146
31-JUL-2026|SRSN|INDO ACIDATAMA Tbk|EQUITY|ID1000102601|INDO ACIDATAMA Tbk, PT|ACTIVE|IDX|11-JAN-1993|IDR|Electronic|11-OCT-2005|||||||50|6020000000|||6016751143|97.13|2.82|99.95|CHEMICALS|71
31-JUL-2026|SRTG|SARATOGA INVESTAMA SEDAYA Tbk|EQUITY|ID1000127707|SARATOGA INVESTAMA SEDAYA Tbk, PT|ACTIVE|IDX|26-JUN-2013|IDR|Electronic||||||||20|13564835000|||13564835000|93.48|6.52|100|INVESTMENT COMPANY|1785
31-JUL-2026|SSIA|SURYA SEMESTA INTERNUSA Tbk|EQUITY|ID1000119902|SURYA SEMESTA INTERNUSA Tbk, PT|ACTIVE|IDX||IDR|Electronic|07-JUL-2011|||||||125|4705249440|||4697109440|82.7|17.13|99.83|BUILDING CONSTRUCTION|1650
31-JUL-2026|SSMS|SAWIT SUMBERMAS SARANA Tbk|EQUITY|ID1000130008|SAWIT SUMBERMAS SARANA Tbk, PT|ACTIVE|IDX|12-DEC-2013|IDR|Electronic||||||||100|9525000000|||4405000000|21.28|24.96|46.25|PLANTATION|1000
31-JUL-2026|SSTM|SUNSON TEXTILE MANUFACTURER Tbk|EQUITY|ID1000081508|SUNSON TEXTILE MANUFACTURER Tbk, PT|ACTIVE|IDX|08-JAN-1997|IDR|Electronic|09-APR-2002|||||||250|1170909181|||170621416|14.54|0.03|14.57|TEXTILE, GARMENT|412
31-JUL-2026|STAA|SUMBER TANI AGUNG RESOURCES Tbk|EQUITY|ID1000166507|SUMBER TANI AGUNG RESOURCES Tbk, PT|ACTIVE|IDX|10-MAR-2022|IDR|Electronic||||||||100|10903372600|||3755219834|27.16|7.28|34.44|PLANTATION|1080
31-JUL-2026|STAR|CALCULUS GLOBAL VENTURES Tbk|EQUITY|ID1000120306|CALCULUS GLOBAL VENTURES Tbk, PT|ACTIVE|IDX|13-JUL-2011|IDR|Electronic||||||||100|4800000602|||4800000602|46.48|53.52|100|TEXTILE, GARMENT|268
31-JUL-2026|STRK|LOVINA BEACH BREWERY Tbk|EQUITY|ID1000198708|LOVINA BEACH BREWERY Tbk, PT|ACTIVE|IDX|10-OCT-2023|IDR|Certificate||||||||12|10721835562|||10721835562|83.03|16.97|100|OTHERS - CONSUMER GOODS INDUSTRY|63
31-JUL-2026|STTP|SIANTAR TOP Tbk|EQUITY|ID1000079502|SIANTAR TOP Tbk, PT|ACTIVE|IDX|16-DEC-1996|IDR|Electronic|20-DEC-2001|||||||100|1310000000|||1309321000|95.24|4.7|99.95|FOOD & BEVERAGES|9750
31-JUL-2026|SUDI|SURYA DUMAI INDUSTRI Tbk|EQUITY|ID1000076003|SURYA DUMAI INDUSTRI Tbk, PT|ACTIVE|IDX|24-JUL-1996|IDR|Electronic||||||||100|3166666667|||1244346707|27.31|11.99|39.3|PLANTATION|0
31-JUL-2026|SUGI|SUGIH ENERGY Tbk, PT|EQUITY|ID1000092000|SUGIH ENERGY Tbk, PT|ACTIVE|IDX|19-JUN-2002|IDR|Electronic|19-JUN-2002|||||||100|24811541414|||24667683814|59.21|40.21|99.42|OTHERS - TRADE, SERVICES & INVESTMENT|50
31-JUL-2026|SULI|SLJ GLOBAL Tbk|EQUITY|ID1000088909|SLJ GLOBAL Tbk|ACTIVE|IDX|21-MAR-1994|IDR|Electronic||||||||1000|6320776836|||6309911463|39.8|60.03|99.83|WOOD INDUSTRIES|89
31-JUL-2026|SUNI|SUNINDO PRATAMA Tbk|EQUITY|ID1000181209|SUNINDO PRATAMA Tbk, PT|ACTIVE|IDX|09-JAN-2023|IDR|Certificate||||||||100|2500000000|||600000000|9.79|14.21|24|COAL MINING|730
31-JUL-2026|SUPA|SUPER BANK INDONESIA Tbk|EQUITY|ID1000212608|SUPER BANK INDONESIA Tbk, PT|ACTIVE|IDX|17-DEC-2025|IDR|Certificate||||||||100|33897017650|||30019198808|50.46|38.1|88.56|BANK|605
31-JUL-2026|SUPR|SOLUSI TUNAS PRATAMA Tbk|EQUITY|ID1000120702|SOLUSI TUNAS PRATAMA Tbk, PT|ACTIVE|IDX|11-OCT-2011|IDR|Electronic||||||||100|1137579698|||30392044|2.61|0.06|2.67|TELECOMUNICATION|43850
31-JUL-2026|SURE|SUPER ENERGY Tbk|EQUITY|ID1000145709|SUPER ENERGY Tbk, PT|ACTIVE|IDX|05-OCT-2018|IDR|Electronic||||||||100|1497576771|||615326771|2.88|38.21|41.09|CRUDE PETROLEUM & NATURAL GAS PROD.|2770
31-JUL-2026|SURI|MAJA AGUNG LATEXINDO Tbk|EQUITY|ID1000200207|MAJA AGUNG LATEXINDO Tbk, PT|ACTIVE|IDX|07-DEC-2023|IDR|Certificate||||||||20|6334375000|||6334375000|99.81|0.19|100|HEALTH CARE|72
31-JUL-2026|SWAT|SRIWAHANA ADITYAKARTA Tbk|EQUITY|ID1000143704|SRIWAHANA ADITYAKARTA Tbk, PT|ACTIVE|IDX|08-JUN-2018|IDR|Electronic||||||||100|3019200000|||664200000|21.99|0.01|22|PULP & PAPER|16
31-JUL-2026|SWID|SARASWANTI INDOLAND DEVELOPMENT Tbk|EQUITY|ID1000168602|SARASWANTI INDOLAND DEVELOPMENT Tbk, PT|ACTIVE|IDX|07-JUL-2022|IDR|Certificate||||||||20|5385019201|||1109595472|20.58|0.02|20.61|PROPERTY AND REAL ESTATE|103
31-JUL-2026|TALF|TUNAS ALFIN Tbk|EQUITY|ID1000130107|TUNAS ALFIN Tbk, PT|ACTIVE||05-DEC-2013|IDR|Electronic||||||||100|1353435000|||1353374200|95.17|4.83|100|PLASTICS & PACKAGING|710
31-JUL-2026|TAMA|LANCARTAMA SEJATI Tbk|EQUITY|ID1000154008|LANCARTAMA SEJATI Tbk, PT|ACTIVE|IDX|10-FEB-2020|IDR|Certificate||||||||25|1200000696|||1107745582|92.11|0.2|92.31|BUILDING CONSTRUCTION|254
31-JUL-2026|TAMU|PELAYARAN TAMARIN SAMUDRA Tbk|EQUITY|ID1000138803|PELAYARAN TAMARIN SAMUDRA Tbk, PT|ACTIVE|IDX|10-MAY-2017|IDR|Electronic||||||||10|37500000000|||37499900000|85.48|14.52|100|TRANSPORTATION|21
31-JUL-2026|TAPG|TRIPUTRA AGRO PERSADA Tbk|EQUITY|ID1000160302|TRIPUTRA AGRO PERSADA Tbk, PT|ACTIVE|IDX|12-APR-2021|IDR|Certificate||||||||100|19852540000|||19852540000|94.75|5.25|100|PLANTATION|1750
31-JUL-2026|TARA|AGUNG SEMESTA SEJAHTERA Tbk|EQUITY|ID1000132202|AGUNG SEMESTA SEJAHTERA Tbk, PT|ACTIVE|IDX|11-JUL-2014|IDR|Electronic||||||||100|10069645750|||10069645750|89.09|10.91|100|PROPERTY AND REAL ESTATE|30
31-JUL-2026|TAXI|EXPRESS TRANSINDO UTAMA Tbk|EQUITY|ID1000125404|EXPRESS TRANSINDO UTAMA Tbk|ACTIVE|IDX|02-NOV-2012|IDR|Electronic||||||||100|10223647156|||10223547156|97.59|2.41|100|TRANSPORTATION|14
31-JUL-2026|TAYS|JAYA SWARASA AGUNG Tbk|EQUITY|ID1000164601|JAYA SWARASA AGUNG Tbk, PT|ACTIVE|IDX|06-DEC-2021|IDR|Certificate||||||||50|1098920000|||1019280000|77.66|15.09|92.75|FOOD & BEVERAGES|50
31-JUL-2026|TBIG|TOWER BERSAMA INFRASTRUCTURE Tbk|EQUITY|ID1000116908|TOWER BERSAMA INFRASTRUCTURE Tbk, PT|ACTIVE|IDX|26-OCT-2010|IDR|Electronic||||||||20|22656999445|||22656999445|14.37|85.63|100|NON BUILDING CONSTRUCTION|1445
31-JUL-2026|TBLA|TUNAS BARU LAMPUNG Tbk|EQUITY|ID1000076706|TUNAS BARU LAMPUNG Tbk, PT|ACTIVE|IDX|15-FEB-2000|IDR|Electronic|29-OCT-2001|||||||125|6025373372|||6013277906|71.18|28.62|99.8|FOOD & BEVERAGES|620
31-JUL-2026|TBMS|TEMBAGA MULIA SEMANAN Tbk|EQUITY|ID1000066400|TEMBAGA MULIA SEMANAN Tbk, PT|ACTIVE|IDX|23-MAY-1990|IDR|Electronic|04-APR-2001|||||||1000|734680000|||193900000|9.63|16.76|26.39|METAL AND ALLIED PRODUCTS|1170
31-JUL-2026|TCID|MANDOM INDONESIA Tbk|EQUITY|ID1000053002|MANDOM INDONESIA Tbk, PT|ACTIVE|IDX|30-SEP-1993|IDR|Electronic||||||||250|402133334|||71574996|14.29|3.51|17.8|COSMETICS AND HOUSEHOLD|2720
31-JUL-2026|TCPI|TRANSCOAL PACIFIC Tbk|EQUITY|ID1000144009|TRANSCOAL PACIFIC Tbk, PT|ACTIVE|IDX|06-JUL-2018|IDR|Electronic||||||||100|5000000000|||1100000000|9.76|12.24|22|TRANSPORTATION|5050
31-JUL-2026|TDPM|TRIDOMAIN PERFORMANCE MATERIALS Tbk|EQUITY|ID1000142409|TRIDOMAIN PERFORMANCE MATERIALS Tbk, PT|ACTIVE|IDX|09-APR-2018|IDR|Electronic||||||||100|10485050500|||10485050500|7.98|92.02|100|CHEMICALS|119
31-JUL-2026|TEBE|DANA BRATA LUHUR Tbk|EQUITY|ID1000152200|DANA BRATA LUHUR Tbk, PT|ACTIVE|IDX|18-NOV-2019|IDR|Electronic||||||||100|1285000000|||1285000000|94.89|5.11|100|OTHERS - INFRASTRUCTURE, UTILITIES & TRANSPORTATIO|1095
31-JUL-2026|TECH|INDOSTERLING TECHNOMEDIA Tbk|EQUITY|ID1000156003|INDOSTERLING TECHNOMEDIA Tbk, PT|ACTIVE|IDX|04-JUN-2020|IDR|Certificate||||||||50|1256300000|||1256300000|56.32|43.68|100|COMPUTER AND SERVICES|50
31-JUL-2026|SMFP07BCN3|OBLIGASI BERKELANJUTAN VII SARANA MULTIGRIYA FINANSIAL TAHAP III TAHUN 2024 SERI B|CORPORATE BOND|IDA0001401B9|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|07-FEB-2024|IDR|Electronic||06-FEB-2027|||6.39|FIXED|3 MONTHS|||212000000000|212000000000|212000000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|SMFP07BCN4|OBLIGASI BERKELANJUTAN VII SARANA MULTIGRIYA FINANSIAL TAHAP IV TAHUN 2024 SERI B|CORPORATE BOND|IDA0001413B4|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|28-MAR-2024|IDR|Electronic||27-MAR-2027|||6.55|FIXED|3 MONTHS|||300000000000|300000000000|300000000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|SMFP07BCN5|OBLIGASI BERKELANJUTAN VII SARANA MULTIGRIYA FINANSIAL TAHAP V TAHUN 2024 SERI B|CORPORATE BOND|IDA0001430B8|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|27-JUN-2024|IDR|Electronic||26-JUN-2027|||6.8|FIXED|3 MONTHS|||184500000000|184500000000|184500000000|85.37|14.63|100|FINANCIAL INSTITUTION|1
31-JUL-2026|SMFP07BCN6|OBLIGASI BERKELANJUTAN VII SARANA MULTIGRIYA FINANSIAL TAHAP VI TAHUN 2024 SERI B|CORPORATE BOND|IDA0001473B8|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|28-AUG-2024|IDR|Electronic||27-AUG-2026|||6.75|FIXED|3 MONTHS|||192195000000|192195000000|192195000000|99.94|0.06|100|FINANCIAL INSTITUTION|1
31-JUL-2026|SMFP07BCN7|OBLIGASI BERKELANJUTAN VII SARANA MULTIGRIYA FINANSIAL TAHAP VII TAHUN 2024 SERI B|CORPORATE BOND|IDA0001492B8|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|28-NOV-2024|IDR|Electronic||26-NOV-2026|||6.5|FIXED|3 MONTHS|||153005000000|153005000000|153005000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|SMFP07BCN8|OBLIGASI BERKELANJUTAN VII SARANA MULTIGRIYA FINANSIAL TAHAP VIII TAHUN 2025 SERI B|CORPORATE BOND|IDA0001518B0|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|17-FEB-2025|IDR|Electronic||14-FEB-2028|||6.8|FIXED|3 MONTHS|||251255000000|251255000000|251255000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|SMFP07CCN1|OBLIGASI BERKELANJUTAN VII SARANA MULTIGRIYA FINANSIAL TAHAP I TAHUN 2023 SERI C|CORPORATE BOND|IDA0001338C1|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|13-JUL-2023|IDR|Electronic||12-JUL-2028|||6.05|FIXED|3 MONTHS|||65000000000|65000000000|65000000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|SMFP07CCN2|OBLIGASI BERKELANJUTAN VII SARANA MULTIGRIYA FINANSIAL TAHAP II TAHUN 2023 SERI C|CORPORATE BOND|IDA0001369C6|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|23-OCT-2023|IDR|Electronic||20-OCT-2028|||6.75|FIXED|3 MONTHS|||1300000000000|1300000000000|1300000000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|SMFP07CCN6|OBLIGASI BERKELANJUTAN VII SARANA MULTIGRIYA FINANSIAL TAHAP VI TAHUN 2024 SERI C|CORPORATE BOND|IDA0001473C6|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|28-AUG-2024|IDR|Electronic||27-AUG-2027|||6.8|FIXED|3 MONTHS|||728254000000|728254000000|728254000000|97.37|2.63|100|FINANCIAL INSTITUTION|1
31-JUL-2026|SMFP07CCN7|OBLIGASI BERKELANJUTAN VII SARANA MULTIGRIYA FINANSIAL TAHAP VII TAHUN 2024 SERI C|CORPORATE BOND|IDA0001492C6|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|28-NOV-2024|IDR|Electronic||26-NOV-2027|||6.7|FIXED|3 MONTHS|||794005000000|794005000000|794005000000|85.58|14.42|100|FINANCIAL INSTITUTION|1
31-JUL-2026|SMFP08ACN2|OBLIGASI BERKELANJUTAN VIII SARANA MULTIGRIYA FINANSIAL TAHAP II TAHUN 2026 SERI A|CORPORATE BOND|IDA0001667A7|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|02-MAR-2026|IDR|Electronic||09-MAR-2027|||4.75|FIXED|3 MONTHS|||995000000000|995000000000|995000000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|SMFP08BCN1|OBLIGASI BERKELANJUTAN VIII SARANA MULTIGRIYA FINANSIAL TAHAP I TAHUN 2025 SERI B|CORPORATE BOND|IDA0001577B6|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|09-JUL-2025|IDR|Electronic||08-JUL-2028|||6.6|FIXED|3 MONTHS|||115500000000|115500000000|115500000000|96.54|3.46|100|FINANCIAL INSTITUTION|1
31-JUL-2026|SMFP08BCN2|OBLIGASI BERKELANJUTAN VIII SARANA MULTIGRIYA FINANSIAL TAHAP II TAHUN 2026 SERI B|CORPORATE BOND|IDA0001667B5|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|02-MAR-2026|IDR|Electronic||27-FEB-2028|||5.25|FIXED|3 MONTHS|||1010000000000|1010000000000|1010000000000|90.1|9.9|100|FINANCIAL INSTITUTION|1
31-JUL-2026|SMFP08CN3|OBLIGASI BERKELANJUTAN VIII SARANA MULTIGRIYA FINANSIAL TAHAP III TAHUN 2026|CORPORATE BOND|IDA000172605|SARANA MULTIGRIYA FINANSIAL (PERSERO). PT|ACTIVE|IDX|06-AUG-2026|IDR|Electronic||15-AUG-2027|||7.5||3 MONTHS|||1800000000000|1800000000000||0|0|0|FINANCIAL INSTITUTION|1
